NR_KONTA,SEGMENT,OBSZAR,REJON,CZAS_ZYCIA_KLIENTA,WARTOSC_FV
42181185,Os. Prywatna,Poludniowy,Katowice Zachód,671,240.14
10048127,Os. Prywatna,Poludniowy,Katowice Wschód,1422,104.12
10048127,Os. Prywatna,Poludniowy,Katowice Wschód,2335,80.1
10048127,Os. Prywatna,Poludniowy,Katowice Wschód,2670,88.46
10048127,Os. Prywatna,Poludniowy,Katowice Wschód,2882,68.98
10048127,Os. Prywatna,Poludniowy,Katowice Wschód,3067,62.02
43128546,SOHO,Zachodni,Poznan,93,85.4
42737567,SOHO,Poludniowy,Opole,185,114.66
42737567,SOHO,Poludniowy,Opole,305,117.76
20371212,Os. Prywatna,Poludniowy,Katowice Wschód,883,214.84
20371212,Os. Prywatna,Poludniowy,Katowice Wschód,1131,158.9
42376524,Business4,Centralno-Wschodni,Warszawa,640,13753.14
20032535,Os. Prywatna,Poludniowy,Katowice Zachód,2710,110.54
42507695,SOHO,Poludniowy,Kraków,0,119.24
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,1294,104.38
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,1812,128.1
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,2026,151.52
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,2086,145.3
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,2149,141.28
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,2239,160.3
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,2391,128.84
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,2453,148.6
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,2818,223.62
10324489,Os. Prywatna,Centralno-Wschodni,Lublin,3031,209.48
42756141,Os. Prywatna,Zachodni,Kalisz,333,105.28
42528395,Os. Prywatna,Centralno-Wschodni,Warszawa,434,197.54
10200154,SOHO,Pólnocny,Gdansk,1745,334.86
10200154,SOHO,Pólnocny,Gdansk,2234,275.68
42370064,Os. Prywatna,Zachodni,Poznan,186,252.2
42370064,Os. Prywatna,Zachodni,Poznan,976,184.36
43015456,Os. Prywatna,Pólnocny,Gdansk,0,186.08
10064194,Os. Prywatna,Poludniowy,Katowice Wschód,1361,142.52
10064194,Os. Prywatna,Poludniowy,Katowice Wschód,1422,77.84
10064194,Os. Prywatna,Poludniowy,Katowice Wschód,1481,88.08
10064194,Os. Prywatna,Poludniowy,Katowice Wschód,2032,150.82
10064194,Os. Prywatna,Poludniowy,Katowice Wschód,2700,133.98
10064194,Os. Prywatna,Poludniowy,Katowice Wschód,2790,47.76
10337183,Os. Prywatna,Centralno-Wschodni,Lublin,2180,111.26
42366232,Business4,Centralno-Wschodni,Warszawa,212,10248
42366232,Business4,Centralno-Wschodni,Warszawa,304,10248
42366232,Business4,Centralno-Wschodni,Warszawa,942,10248
42833348,Os. Prywatna,Centralno-Wschodni,Warszawa,149,138
30030253,SOHO,Pólnocny,Torun,837,1342
30030253,SOHO,Pólnocny,Torun,1048,366
30030253,SOHO,Pólnocny,Torun,1320,366
30030253,SOHO,Pólnocny,Torun,1776,366
30030253,SOHO,Pólnocny,Torun,2020,366
30030253,SOHO,Pólnocny,Torun,2477,366
30030253,SOHO,Pólnocny,Torun,2538,366
20470377,Os. Prywatna,Pólnocny,Gdansk,857,139.86
20470377,Os. Prywatna,Pólnocny,Gdansk,1037,145.32
20470377,Os. Prywatna,Pólnocny,Gdansk,1705,166.9
20470377,Os. Prywatna,Pólnocny,Gdansk,1858,156.96
10050953,Os. Prywatna,Poludniowy,Katowice Wschód,1331,201
10050953,Os. Prywatna,Poludniowy,Katowice Wschód,1390,108.12
10050953,Os. Prywatna,Poludniowy,Katowice Wschód,1941,94.9
10050953,Os. Prywatna,Poludniowy,Katowice Wschód,2003,156.2
10050953,Os. Prywatna,Poludniowy,Katowice Wschód,2032,167.1
10050953,Os. Prywatna,Poludniowy,Katowice Wschód,2851,211.18
20014530,Os. Prywatna,Poludniowy,Opole,2652,383.38
20014530,Os. Prywatna,Poludniowy,Opole,2954,626.32
10441958,Os. Prywatna,Zachodni,Pila,1759,142.38
10441958,Os. Prywatna,Zachodni,Pila,3342,162.36
42936372,Os. Prywatna,Pólnocny,Torun,211,233.9
10419924,Os. Prywatna,Zachodni,Pila,1515,113.16
10419924,Os. Prywatna,Zachodni,Pila,1606,324.66
10419924,Os. Prywatna,Zachodni,Pila,2278,103.3
10101606,Os. Prywatna,Poludniowy,Opole,1998,485.52
10101606,Os. Prywatna,Poludniowy,Opole,2483,271.42
10101606,Os. Prywatna,Poludniowy,Opole,2818,253.64
10101606,Os. Prywatna,Poludniowy,Opole,2850,290.9
10101606,Os. Prywatna,Poludniowy,Opole,2879,354.48
42769657,Os. Prywatna,Zachodni,Kalisz,421,101.4
42064680,SOHO,Poludniowy,Opole,1158,179.86
42064680,SOHO,Poludniowy,Opole,1797,242.7
42064680,SOHO,Poludniowy,Opole,1888,144.04
42064680,SOHO,Poludniowy,Opole,1950,306.24
20261249,Os. Prywatna,Zachodni,Kalisz,641,101.26
20261249,Os. Prywatna,Zachodni,Kalisz,2316,40
42737594,SOHO,Centralno-Wschodni,Warszawa,52,209.84
40007259,Business2,Poludniowy,Katowice Zachód,2282,48.8
40007259,Business2,Poludniowy,Katowice Zachód,2406,48.8
10346778,Os. Prywatna,Centralno-Wschodni,Lublin,1517,202.94
10346778,Os. Prywatna,Centralno-Wschodni,Lublin,1547,131.12
10346778,Os. Prywatna,Centralno-Wschodni,Lublin,1607,156.92
10346778,Os. Prywatna,Centralno-Wschodni,Lublin,2005,334.06
10346778,Os. Prywatna,Centralno-Wschodni,Lublin,2034,311.3
10346778,Os. Prywatna,Centralno-Wschodni,Lublin,2552,315.34
10346778,Os. Prywatna,Centralno-Wschodni,Lublin,2644,261.54
27451090,Os. Prywatna,Centralno-Wschodni,Warszawa,0,203.8
27451090,Os. Prywatna,Centralno-Wschodni,Warszawa,427,167.34
27451090,Os. Prywatna,Centralno-Wschodni,Warszawa,550,196.84
27451090,Os. Prywatna,Centralno-Wschodni,Warszawa,670,127.62
27451090,Os. Prywatna,Centralno-Wschodni,Warszawa,823,96.58
27451090,Os. Prywatna,Centralno-Wschodni,Warszawa,992,55.36
26122572,Os. Prywatna,Pólnocny,Bydgoszcz,2118,109.92
26122572,Os. Prywatna,Pólnocny,Bydgoszcz,2966,199
26122572,Os. Prywatna,Pólnocny,Bydgoszcz,2996,160.8
26122572,Os. Prywatna,Pólnocny,Bydgoszcz,3149,192.34
26122572,Os. Prywatna,Pólnocny,Bydgoszcz,3241,170.84
26122572,Os. Prywatna,Pólnocny,Bydgoszcz,3332,176.5
26122572,Os. Prywatna,Pólnocny,Bydgoszcz,3575,206.36
10059787,Os. Prywatna,Poludniowy,Katowice Wschód,2578,178.24
10059787,Os. Prywatna,Poludniowy,Katowice Wschód,2670,145.82
10059787,Os. Prywatna,Poludniowy,Katowice Wschód,2823,117.58
10059787,Os. Prywatna,Poludniowy,Katowice Wschód,2943,128.28
10059787,Os. Prywatna,Poludniowy,Katowice Wschód,3096,79.76
10059787,Os. Prywatna,Poludniowy,Katowice Wschód,3159,83.78
10059787,Os. Prywatna,Poludniowy,Katowice Wschód,3187,85.98
20051140,Os. Prywatna,Pólnocny,Gdansk,1859,180.86
42514755,Os. Prywatna,Zachodni,Kalisz,369,268.4
10033229,Os. Prywatna,Poludniowy,Opole,3428,53.68
20026260,Os. Prywatna,Pólnocny,Gdansk,1279,84.28
20026260,Os. Prywatna,Pólnocny,Gdansk,2074,116.26
20026260,Os. Prywatna,Pólnocny,Gdansk,2133,114.88
20026260,Os. Prywatna,Pólnocny,Gdansk,2439,79.32
20026260,Os. Prywatna,Pólnocny,Gdansk,2498,92.62
20026260,Os. Prywatna,Pólnocny,Gdansk,2740,181.3
20026260,Os. Prywatna,Pólnocny,Gdansk,3292,195.02
20299686,Os. Prywatna,Poludniowy,Katowice Wschód,1250,127
20299686,Os. Prywatna,Poludniowy,Katowice Wschód,1403,95.4
20299686,Os. Prywatna,Poludniowy,Katowice Wschód,1736,63.42
20299686,Os. Prywatna,Poludniowy,Katowice Wschód,2223,171.68
20299686,Os. Prywatna,Poludniowy,Katowice Wschód,2315,174.72
20299686,Os. Prywatna,Poludniowy,Katowice Wschód,2498,171.68
20299686,Os. Prywatna,Poludniowy,Katowice Wschód,2681,171.68
42944465,SOHO,Centralno-Wschodni,Warszawa,58,148.52
42110422,Os. Prywatna,Poludniowy,Opole,213,152.36
42110422,Os. Prywatna,Poludniowy,Opole,460,187.42
42110422,Os. Prywatna,Poludniowy,Opole,824,138.38
42110422,Os. Prywatna,Poludniowy,Opole,1251,106.62
42110422,Os. Prywatna,Poludniowy,Opole,1491,70
42110422,Os. Prywatna,Poludniowy,Opole,1617,125.64
20201582,Os. Prywatna,Zachodni,Pila,2832,122.64
10180214,Os. Prywatna,Pólnocny,Torun,2690,192.4
10180214,Os. Prywatna,Pólnocny,Torun,3236,95.3
10180214,Os. Prywatna,Pólnocny,Torun,3299,119.86
20226013,SOHO,Pólnocny,Gdansk,2379,336.32
42217410,Os. Prywatna,Poludniowy,Kraków,518,203.84
42217410,Os. Prywatna,Poludniowy,Kraków,1093,173.24
20101696,Os. Prywatna,Poludniowy,Kraków,1126,257.84
20101696,Os. Prywatna,Poludniowy,Kraków,1889,161.44
20101696,Os. Prywatna,Poludniowy,Kraków,2863,122.3
10323162,Os. Prywatna,Centralno-Wschodni,Lublin,3274,53.68
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,1492,152.04
42407506,SOHO,Poludniowy,Katowice Zachód,397,470.52
20359768,Os. Prywatna,Pólnocny,Gdansk,1828,127.36
24456407,Os. Prywatna,Pólnocny,Bydgoszcz,1590,102.12
24456407,Os. Prywatna,Pólnocny,Bydgoszcz,1620,92.92
24456407,Os. Prywatna,Pólnocny,Bydgoszcz,2136,82.18
20455964,Os. Prywatna,Centralno-Wschodni,Lublin,1830,238.14
42824849,Os. Prywatna,Zachodni,Poznan,60,98.02
42824849,Os. Prywatna,Zachodni,Poznan,151,98
10002394,Os. Prywatna,Centralno-Wschodni,Warszawa,1606,119.38
10002394,Os. Prywatna,Centralno-Wschodni,Warszawa,2156,73.2
10002394,Os. Prywatna,Centralno-Wschodni,Warszawa,3374,131.9
43165913,Os. Prywatna,Zachodni,Poznan,32,217.56
10161567,Os. Prywatna,Pólnocny,Torun,1373,158.36
10161567,Os. Prywatna,Pólnocny,Torun,1955,333.24
10161567,Os. Prywatna,Pólnocny,Torun,2349,215.38
10161567,Os. Prywatna,Pólnocny,Torun,2803,205.88
10161567,Os. Prywatna,Pólnocny,Torun,3230,80.86
10161567,Os. Prywatna,Pólnocny,Torun,3292,67.32
10161567,Os. Prywatna,Pólnocny,Torun,3383,121.56
10009073,Os. Prywatna,Centralno-Wschodni,Warszawa,3192,126.2
42444981,SOHO,Poludniowy,Kraków,214,779.06
42504665,Os. Prywatna,Poludniowy,Katowice Wschód,306,128
43076949,Os. Prywatna,Pólnocny,Gdansk,91,112.6
10409855,Os. Prywatna,Zachodni,Kalisz,1383,84.06
10409855,Os. Prywatna,Zachodni,Kalisz,2082,60
42758946,Os. Prywatna,Zachodni,Poznan,273,138
42385439,Os. Prywatna,Poludniowy,Katowice Zachód,213,174.2
42385439,Os. Prywatna,Poludniowy,Katowice Zachód,668,174.2
42385439,Os. Prywatna,Poludniowy,Katowice Zachód,821,174.2
42839422,Os. Prywatna,Pólnocny,Bydgoszcz,119,98
42839422,Os. Prywatna,Pólnocny,Bydgoszcz,149,98
42839422,Os. Prywatna,Pólnocny,Bydgoszcz,182,98
42451642,SOHO,Centralno-Wschodni,Warszawa,0,91.5
42451642,SOHO,Centralno-Wschodni,Warszawa,221,110
42451642,SOHO,Centralno-Wschodni,Warszawa,279,110
42451642,SOHO,Centralno-Wschodni,Warszawa,432,110
43021811,Os. Prywatna,Poludniowy,Opole,211,85.74
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,1250,117.3
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,1739,265.64
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,1798,178.2
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,1890,181.7
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,2559,71.86
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,2741,49.14
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,2804,54.92
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,2957,54.48
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,2986,57.48
42840018,Os. Prywatna,Zachodni,Kalisz,119,127.78
10326050,Os. Prywatna,Centralno-Wschodni,Lublin,1753,444.5
10326050,Os. Prywatna,Centralno-Wschodni,Lublin,3000,83.92
10326050,Os. Prywatna,Centralno-Wschodni,Lublin,3121,93.68
10326050,Os. Prywatna,Centralno-Wschodni,Lublin,3182,80.08
10327406,Os. Prywatna,Centralno-Wschodni,Lublin,1846,176.2
10327406,Os. Prywatna,Centralno-Wschodni,Lublin,2301,257.22
10327406,Os. Prywatna,Centralno-Wschodni,Lublin,2545,220.7
42282978,SOHO,Centralno-Wschodni,Warszawa,733,811
42282978,SOHO,Centralno-Wschodni,Warszawa,976,602.78
43166309,SOHO,Poludniowy,Opole,90,102.8
42770761,Os. Prywatna,Poludniowy,Kraków,56,108.28
42560603,Os. Prywatna,Poludniowy,Katowice Wschód,395,247.1
42560603,Os. Prywatna,Poludniowy,Katowice Wschód,426,153.68
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,1268,86.22
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,1605,80.1
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2549,53.68
20032575,Os. Prywatna,Poludniowy,Opole,2286,149.32
20032575,Os. Prywatna,Poludniowy,Opole,2622,185.74
42707205,Os. Prywatna,Centralno-Wschodni,Warszawa,125,170.98
42544793,SOHO,Pólnocny,Gdansk,426,461.12
20041883,Os. Prywatna,Centralno-Wschodni,Lublin,2346,117.12
20411754,Os. Prywatna,Zachodni,Poznan,1738,441.04
27418035,Os. Prywatna,Centralno-Wschodni,Warszawa,639,377.14
27418035,Os. Prywatna,Centralno-Wschodni,Warszawa,914,294.06
27418035,Os. Prywatna,Centralno-Wschodni,Warszawa,1249,223.88
27418035,Os. Prywatna,Centralno-Wschodni,Warszawa,1279,424.72
27418035,Os. Prywatna,Centralno-Wschodni,Warszawa,1341,195.2
27418035,Os. Prywatna,Centralno-Wschodni,Warszawa,1627,170
43131042,Business2,Poludniowy,Katowice Zachód,0,897.26
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,1878,131.24
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2182,171.28
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2244,172.98
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2335,152.26
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2368,124.14
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2397,119.38
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2425,118.22
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2487,135.06
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2549,179.34
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2670,122.62
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2823,130.58
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2882,96.04
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,2943,123.34
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,3067,92.24
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,3187,95.46
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,3309,118.96
10077010,Os. Prywatna,Poludniowy,Katowice Zachód,3370,110.82
43135418,Business1,Centralno-Wschodni,Lublin,93,385.52
43127826,Os. Prywatna,Zachodni,Poznan,0,229
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,1524,163.68
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,1979,182.64
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,2528,169.36
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,2742,163.52
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,2833,105.84
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,1299,113.6
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,1361,137.62
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,1422,165.66
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,1787,96.58
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,1878,107.48
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,2003,134.96
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,2276,98.18
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,2305,123.22
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,2517,78.06
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,2641,62.44
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,2790,73.12
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,2851,100.24
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,3067,87.3
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,3096,115.98
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,3217,72.76
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,3278,67.66
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,3370,127.88
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,3403,100.6
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,3432,80.26
20448545,Os. Prywatna,Poludniowy,Katowice Wschód,1283,49.14
28100081,SOHO,Centralno-Wschodni,Warszawa,0,268.68
43148384,Os. Prywatna,Poludniowy,Katowice Zachód,61,85.4
10407281,Os. Prywatna,Zachodni,Kalisz,2022,65.08
42053145,Os. Prywatna,Zachodni,Kalisz,546,82.06
42053145,Os. Prywatna,Zachodni,Kalisz,973,54.68
20102655,Os. Prywatna,Pólnocny,Gdansk,1035,215.72
20102655,Os. Prywatna,Pólnocny,Gdansk,1340,199.76
20102655,Os. Prywatna,Pólnocny,Gdansk,1647,141.52
20102655,Os. Prywatna,Pólnocny,Gdansk,1952,236.68
20102655,Os. Prywatna,Pólnocny,Gdansk,2163,232.12
20102655,Os. Prywatna,Pólnocny,Gdansk,2193,319.88
42906631,Os. Prywatna,Centralno-Wschodni,Warszawa,89,118
10168938,Os. Prywatna,Pólnocny,Torun,1466,139.08
42772438,Os. Prywatna,Zachodni,Kalisz,28,164.24
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,1065,187.86
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,2984,244.12
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,3137,140.4
26144869,Os. Prywatna,Pólnocny,Bydgoszcz,1103,43.92
20006896,Os. Prywatna,Pólnocny,Gdansk,1188,119.7
20006896,Os. Prywatna,Pólnocny,Gdansk,1219,122.12
20006896,Os. Prywatna,Pólnocny,Gdansk,1371,145.26
20006896,Os. Prywatna,Pólnocny,Gdansk,1493,103.46
20006896,Os. Prywatna,Pólnocny,Gdansk,1980,106.6
20006896,Os. Prywatna,Pólnocny,Gdansk,2105,126.66
20006896,Os. Prywatna,Pólnocny,Gdansk,2470,280.82
20006896,Os. Prywatna,Pólnocny,Gdansk,2652,317.42
42809636,Os. Prywatna,,,119,82
42884768,SOHO,Centralno-Wschodni,Warszawa,182,137.42
42291565,SOHO,Pólnocny,Torun,29,1058.36
42291565,SOHO,Pólnocny,Torun,671,595.9
42291565,SOHO,Pólnocny,Torun,1035,571.26
42291565,SOHO,Pólnocny,Torun,1156,580.94
10044852,Os. Prywatna,Poludniowy,Katowice Wschód,2368,148.26
10044852,Os. Prywatna,Poludniowy,Katowice Wschód,2425,136.9
42752007,Os. Prywatna,Poludniowy,Kraków,90,118
42752007,Os. Prywatna,Poludniowy,Kraków,181,118
42957658,Os. Prywatna,Centralno-Wschodni,Lublin,150,218.9
42957658,Os. Prywatna,Centralno-Wschodni,Lublin,302,336.16
24030225,Business1,Pólnocny,Bydgoszcz,2136,379.06
24030225,Business1,Pólnocny,Bydgoszcz,2136,132.2
24030225,Business1,Pólnocny,Bydgoszcz,2136,457.04
24030225,Business1,Pólnocny,Bydgoszcz,2136,64.18
24030225,Business1,Pólnocny,Bydgoszcz,2470,56.28
24030225,Business1,Pólnocny,Bydgoszcz,3190,1041.24
24030225,Business1,Pólnocny,Bydgoszcz,3708,1218.2
42084152,SOHO,Poludniowy,Opole,183,302.68
42084152,SOHO,Poludniowy,Opole,336,436.44
42084152,SOHO,Poludniowy,Opole,1281,355.42
42084152,SOHO,Poludniowy,Opole,1463,368.26
20449688,Os. Prywatna,Poludniowy,Kraków,1006,137.6
20449688,Os. Prywatna,Poludniowy,Kraków,2194,142.6
42170727,Os. Prywatna,Zachodni,Pila,186,39.04
26133340,Os. Prywatna,Pólnocny,Bydgoszcz,2205,413
26133340,Os. Prywatna,Pólnocny,Bydgoszcz,2387,407.3
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,1182,155.96
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,1265,81.04
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,1418,135
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,1720,80.4
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,2239,60.26
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,2301,76.96
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,2482,82.96
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,2545,76.22
10043815,Os. Prywatna,Poludniowy,Katowice Wschód,2335,123.3
10043815,Os. Prywatna,Poludniowy,Katowice Wschód,2549,165.82
10043815,Os. Prywatna,Poludniowy,Katowice Wschód,2700,164.94
10045340,Os. Prywatna,Poludniowy,Katowice Wschód,1299,147.5
10045340,Os. Prywatna,Poludniowy,Katowice Wschód,1390,154.74
43190204,Os. Prywatna,Zachodni,Kalisz,62,196.22
42806615,Os. Prywatna,Poludniowy,Opole,60,98.02
42082986,Os. Prywatna,Pólnocny,Torun,580,82.02
42082986,Os. Prywatna,Pólnocny,Torun,854,46.36
42893940,Os. Prywatna,Centralno-Wschodni,Warszawa,28,223.62
42957538,Os. Prywatna,Centralno-Wschodni,Warszawa,28,94.82
42957538,Os. Prywatna,Centralno-Wschodni,Warszawa,243,122.12
20520101,Os. Prywatna,Poludniowy,Kraków,1100,105.92
26133690,Os. Prywatna,Pólnocny,Bydgoszcz,1375,137.68
26133690,Os. Prywatna,Pólnocny,Bydgoszcz,1831,141.4
26133690,Os. Prywatna,Pólnocny,Bydgoszcz,1922,136.38
26133690,Os. Prywatna,Pólnocny,Bydgoszcz,2092,133.4
42551092,SOHO,Centralno-Wschodni,Warszawa,457,68.1
20017839,Os. Prywatna,Centralno-Wschodni,Lublin,1157,85.3
20017839,Os. Prywatna,Centralno-Wschodni,Lublin,1523,92.7
20017839,Os. Prywatna,Centralno-Wschodni,Lublin,1949,109.76
20017839,Os. Prywatna,Centralno-Wschodni,Lublin,2072,95.48
20017839,Os. Prywatna,Centralno-Wschodni,Lublin,2226,79.86
20017839,Os. Prywatna,Centralno-Wschodni,Lublin,2620,62.74
20166362,Os. Prywatna,Poludniowy,Katowice Wschód,0,231.78
20166362,Os. Prywatna,Poludniowy,Katowice Wschód,1737,239.88
43128134,Os. Prywatna,Poludniowy,Katowice Wschód,91,213.18
42444020,Os. Prywatna,Pólnocny,Bydgoszcz,578,104
42444020,Os. Prywatna,Pólnocny,Bydgoszcz,669,104
42256677,Os. Prywatna,Zachodni,Pila,362,98.42
20070614,Os. Prywatna,Zachodni,Poznan,1007,213.02
20070614,Os. Prywatna,Zachodni,Poznan,1127,144.06
10415714,Os. Prywatna,Zachodni,Kalisz,1263,87.06
10415714,Os. Prywatna,Zachodni,Kalisz,2236,73.16
42389099,Os. Prywatna,Poludniowy,Opole,549,60
42614090,SOHO,Centralno-Wschodni,Warszawa,302,48.88
42614090,SOHO,Centralno-Wschodni,Warszawa,364,48.88
27441219,Os. Prywatna,Centralno-Wschodni,Warszawa,884,110.32
10044463,SOHO,Poludniowy,Katowice Wschód,1633,442.72
10044463,SOHO,Poludniowy,Katowice Wschód,3062,278.56
10171192,SOHO,Pólnocny,Torun,1494,92.24
10171192,SOHO,Pólnocny,Torun,1800,144.14
10171192,SOHO,Pólnocny,Torun,1926,98.38
10171192,SOHO,Pólnocny,Torun,3260,76.94
10171192,SOHO,Pólnocny,Torun,3292,77.6
10171192,SOHO,Pólnocny,Torun,3503,83.44
10104294,Os. Prywatna,Poludniowy,Katowice Wschód,2305,61.96
10104294,Os. Prywatna,Poludniowy,Katowice Wschód,2397,116.92
10104294,Os. Prywatna,Poludniowy,Katowice Wschód,2790,66.28
42900272,Os. Prywatna,Centralno-Wschodni,Lublin,334,132.22
20297128,Os. Prywatna,Poludniowy,Opole,793,64.44
20297128,Os. Prywatna,Poludniowy,Opole,1983,73.76
20435484,Os. Prywatna,Poludniowy,Katowice Zachód,1645,122.9
20435484,Os. Prywatna,Poludniowy,Katowice Zachód,1736,125.44
20435484,Os. Prywatna,Poludniowy,Katowice Zachód,2011,135.84
10071641,Os. Prywatna,Poludniowy,Katowice Zachód,1755,93.34
10071641,Os. Prywatna,Poludniowy,Katowice Zachód,2732,119.32
10071641,Os. Prywatna,Poludniowy,Katowice Zachód,2943,95.9
42818775,Os. Prywatna,Centralno-Wschodni,Warszawa,181,118
43127340,Os. Prywatna,Centralno-Wschodni,Lublin,61,86.1
43127340,Os. Prywatna,Centralno-Wschodni,Lublin,93,85.4
42799159,Os. Prywatna,Zachodni,Poznan,0,82
42799159,Os. Prywatna,Zachodni,Poznan,56,136.62
10038669,Os. Prywatna,Poludniowy,Katowice Wschód,1422,157
10038669,Os. Prywatna,Poludniowy,Katowice Wschód,1514,142.22
10038669,Os. Prywatna,Poludniowy,Katowice Wschód,1634,114.62
10038669,Os. Prywatna,Poludniowy,Katowice Wschód,1668,210.92
10038669,Os. Prywatna,Poludniowy,Katowice Wschód,1816,168.54
10038669,Os. Prywatna,Poludniowy,Katowice Wschód,1849,121.54
10038669,Os. Prywatna,Poludniowy,Katowice Wschód,1878,123.92
20071896,Os. Prywatna,Poludniowy,Katowice Wschód,1707,132.86
20071896,Os. Prywatna,Poludniowy,Katowice Wschód,2652,213.84
42476802,Os. Prywatna,Pólnocny,Torun,340,88.6
24142856,Os. Prywatna,Pólnocny,Bydgoszcz,3138,298.5
24142856,Os. Prywatna,Pólnocny,Bydgoszcz,3899,168.16
10041159,Os. Prywatna,Poludniowy,Katowice Wschód,1268,72.04
10041159,Os. Prywatna,Poludniowy,Katowice Wschód,1634,165.96
10204021,Os. Prywatna,Pólnocny,Gdansk,2690,194.2
10086973,Os. Prywatna,Poludniowy,Katowice Wschód,1268,142.32
20329363,Business4,Centralno-Wschodni,Warszawa,1005,5811.42
20329363,Business4,Centralno-Wschodni,Warszawa,2255,1881.48
42116695,SOHO,Poludniowy,Katowice Wschód,1735,53.8
10314450,SOHO,Centralno-Wschodni,Lublin,1397,309.84
10314450,SOHO,Centralno-Wschodni,Lublin,1852,358.28
10314450,SOHO,Centralno-Wschodni,Lublin,2734,378.96
20052005,SOHO,Pólnocny,Gdansk,1523,121.26
20052005,SOHO,Pólnocny,Gdansk,2377,111.72
20052005,SOHO,Pólnocny,Gdansk,2744,127.84
42527580,Os. Prywatna,Centralno-Wschodni,Warszawa,183,120
42527580,Os. Prywatna,Centralno-Wschodni,Warszawa,275,120
42549904,Os. Prywatna,Poludniowy,Katowice Wschód,62,47.78
