Rating klienta,Stan konta,Okres,Historia,Cel,Kwota,Suma aktywów,Zatrudnienie,Rata,Stan,Płeć,Zamieszkanie,Zabezpieczenie,Wiek,Inne kredyty,Mieszkanie,Liczba kredytów,Stanowisko,Próba
zły,brak,28,brak,inny,5608.4,brak,1 do 5 lat,15- 25,MS,m,1-5 lat,polisa,43,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
zły,>$300,12,brak,remont,1006.6,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,39,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,brak,36,bez problemów,remont,9641.8,brak,1 do 5 lat,< 15,MS,m,5-8 lat,samochód,27,sklep,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,6,spłacone,używany samochód,1709.4,>1400,1 do 5 lat,> 35,MŻW,m,1-5 lat,samochód,25,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,36,brak,remont,3182.2,brak,5 do 8 lat,15- 25,MS,m,Do roku,polisa,30,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,<= $300,24,brak,meble,7212.8,brak,5 do 8 lat,< 15,MS,m,1-5 lat,polisa,23,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
dobry,<= $300,6,brak,inny,992.6,700-1400,do roku,25-35,MŻW,m,1-5 lat,brak,25,brak,wynajem,jeden,niewykfalifikowany bez stałej pracy,Test
zły,debet,12,brak,meble,2147.6,brak,do roku,> 35,MŻW,m,Do roku,brak,21,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,debet,36,brak,meble,6713,brak,do roku,< 15,K,k,Do roku,nieruchomość,28,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
zły,debet,8,brak,używany samochód,1731.8,brak,1 do 5 lat,15- 25,K,k,>8 lat,brak,22,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,<= $300,21,spłacone,remont,3246.6,brak,do roku,25-35,MR,m,Do roku,polisa,31,brak,inne,jeden,wykfalifikowany,Test
dobry,brak,6,brak,inny,1684.2,<140,Ponad 8,15- 25,MS,m,1-5 lat,samochód,41,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,9,brak,meble,1106,140-700,1 do 5 lat,< 15,K,k,5-8 lat,brak,64,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,24,brak,używany samochód,5628,brak,1 do 5 lat,25-35,MS,m,1-5 lat,polisa,25,sklep,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,30,spłacone,nowy samochód,14872.2,brak,Ponad 8,15- 25,MS,m,>8 lat,nieruchomość,36,brak,własne,5- 6,specjalista/samozatr.,Test
dobry,>$300,21,spłacone,używany samochód,3203.2,brak,do roku,< 15,K,k,>8 lat,samochód,21,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,9,spłacone,meble,1593.2,brak,1 do 5 lat,< 15,MS,m,>8 lat,brak,23,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,debet,7,brak,meble,3606.4,brak,1 do 5 lat,25-35,MS,m,1-5 lat,brak,33,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,27,brak,AGD,7266,>1400,Ponad 8,< 15,MS,m,>8 lat,samochód,46,brak,wynajem,7 i więcej,wykfalifikowany,Test
dobry,>$300,6,brak,używany samochód,2472.4,brak,1 do 5 lat,> 35,MŻW,m,1-5 lat,samochód,19,brak,inne,jeden,wykfalifikowany,Test
dobry,>$300,6,spłacone,meble,980,>1400,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,34,brak,własne,2- 4,wykfalifikowany,Test
dobry,brak,42,spłacone,AGD,4751.6,brak,bezrobotny,< 15,MS,m,>8 lat,polisa,63,brak,wynajem,2- 4,niewykfalifikowany bez stałej pracy,Uczenie
dobry,<= $300,10,brak,używany samochód,1785,brak,do roku,< 15,K,k,1-5 lat,samochód,21,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,9,spłacone,inny,1713.6,brak,1 do 5 lat,15- 25,MS,m,Do roku,brak,28,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,24,brak,nowy samochód,17610.6,brak,Ponad 8,< 15,K,k,1-5 lat,nieruchomość,42,brak,własne,jeden,specjalista/samozatr.,Test
dobry,>$300,36,spłacone,nowy samochód,7995.4,700-1400,Ponad 8,< 15,MS,m,1-5 lat,polisa,36,brak,wynajem,2- 4,specjalista/samozatr.,Test
dobry,brak,24,brak,używany samochód,4408.6,brak,do roku,< 15,MS,m,Do roku,nieruchomość,20,inny bank,własne,jeden,wykfalifikowany,Test
dobry,debet,6,brak,meble,677.6,brak,5 do 8 lat,15- 25,MŻW,m,5-8 lat,brak,26,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,6,brak,wakacje,1733.2,>1400,bezrobotny,< 15,MS,m,>8 lat,samochód,34,brak,wynajem,jeden,specjalista/samozatr.,Test
dobry,<= $300,30,spłacone,meble,5118.4,>1400,Ponad 8,< 15,MS,m,>8 lat,samochód,47,sklep,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,>$300,21,brak,rehabilitacja,2200.8,700-1400,Ponad 8,< 15,K,k,>8 lat,brak,34,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,debet,12,brak,wakacje,1055.6,>1400,Ponad 8,< 15,MS,m,>8 lat,samochód,36,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,33,spłacone,używany samochód,5993.4,140-700,1 do 5 lat,> 35,K,k,>8 lat,polisa,21,brak,wynajem,2- 4,wykfalifikowany,Test
zły,brak,24,inny bank,rehabilitacja,4425.4,brak,1 do 5 lat,< 15,MS,m,1-5 lat,samochód,29,inny bank,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,36,spłacone,inny,9259.6,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,32,brak,wynajem,2- 4,specjalista/samozatr.,Uczenie
dobry,brak,6,spłacone,inny,852.6,brak,5 do 8 lat,< 15,K,k,5-8 lat,samochód,35,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,6,spłacone,meble,1731.8,<140,1 do 5 lat,> 35,K,k,Do roku,samochód,25,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,12,inny bank,meble,876.4,brak,1 do 5 lat,< 15,K,k,>8 lat,brak,22,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,15,brak,AGD,3683.4,<140,1 do 5 lat,15- 25,K,k,1-5 lat,brak,23,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,6,brak,inny,1923.6,>1400,bezrobotny,< 15,K,k,5-8 lat,samochód,73,brak,wynajem,jeden,specjalista/samozatr.,Test
dobry,>$300,6,bez problemów,meble,1309,brak,1 do 5 lat,15- 25,K,k,1-5 lat,brak,22,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,18,brak,rehabilitacja,2195.2,<140,1 do 5 lat,15- 25,K,k,>8 lat,samochód,22,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,12,brak,używany samochód,3609.2,brak,bezrobotny,15- 25,K,k,>8 lat,nieruchomość,53,brak,własne,jeden,specjalista/samozatr.,Test
zły,brak,18,brak,RTV,1703.8,brak,1 do 5 lat,< 15,MŻW,m,5-8 lat,brak,45,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,12,bez problemów,inny,1881.6,brak,1 do 5 lat,< 15,MS,m,1-5 lat,brak,41,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
zły,<= $300,18,brak,używany samochód,4009.6,brak,1 do 5 lat,25-35,MS,m,Do roku,brak,32,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,debet,72,brak,meble,7833,<140,1 do 5 lat,25-35,MŻW,m,1-5 lat,polisa,22,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,12,spłacone,meble,5002.2,brak,1 do 5 lat,> 35,K,k,Do roku,brak,21,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,24,brak,nowy samochód,8838.2,>1400,Ponad 8,15- 25,MS,m,>8 lat,polisa,39,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
zły,brak,12,spłacone,inny,6780.2,brak,Ponad 8,15- 25,MS,m,>8 lat,samochód,41,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,5,brak,rehabilitacja,4827.2,brak,5 do 8 lat,> 35,MS,m,>8 lat,brak,72,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,9,brak,inny,5007.8,<140,1 do 5 lat,> 35,MS,m,1-5 lat,brak,24,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,spłacone,remont,2235.8,brak,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,52,brak,własne,2- 4,wykfalifikowany,Uczenie
dobry,debet,9,brak,inny,2168.6,>1400,do roku,< 15,MS,m,1-5 lat,brak,33,brak,wynajem,jeden,niewykfalifikowany bez stałej pracy,Uczenie
dobry,debet,48,inny bank,rehabilitacja,4992.4,<140,5 do 8 lat,< 15,MS,m,1-5 lat,polisa,28,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,36,spłacone,używany samochód,3287.2,brak,1 do 5 lat,15- 25,MŻW,m,1-5 lat,samochód,44,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,60,bez problemów,meble,12819.8,>1400,1 do 5 lat,25-35,MS,m,1-5 lat,nieruchomość,25,brak,własne,jeden,specjalista/samozatr.,Uczenie
dobry,brak,39,spłacone,używany samochód,19850.6,>1400,5 do 8 lat,< 15,MS,m,>8 lat,samochód,28,brak,wynajem,2- 4,specjalista/samozatr.,Test
dobry,>$300,6,brak,meble,2951.2,brak,5 do 8 lat,25-35,MŻW,m,1-5 lat,brak,27,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,brak,meble,4347,>1400,do roku,< 15,MS,m,1-5 lat,polisa,23,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,9,brak,RTV,1730.4,brak,do roku,> 35,K,k,>8 lat,brak,21,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,brak,36,brak,używany samochód,5542.6,brak,bezrobotny,< 15,MS,m,5-8 lat,samochód,28,brak,wynajem,jeden,specjalista/samozatr.,Test
zły,debet,24,brak,business,15859.2,brak,1 do 5 lat,25-35,MS,m,5-8 lat,polisa,27,inny bank,wynajem,2- 4,specjalista/samozatr.,Test
dobry,>$300,15,spłacone,używany samochód,4680.2,brak,1 do 5 lat,< 15,MS,m,1-5 lat,nieruchomość,26,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,debet,12,brak,meble,1544.2,brak,5 do 8 lat,< 15,MS,m,5-8 lat,brak,27,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,21,brak,nowy samochód,7347.2,>1400,1 do 5 lat,> 35,MS,m,5-8 lat,polisa,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,9,spłacone,AGD,1803.2,<140,Ponad 8,15- 25,MS,m,>8 lat,brak,46,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,brak,21,spłacone,inny,2242.8,brak,Ponad 8,< 15,MŻW,m,5-8 lat,polisa,28,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,18,inny bank,używany samochód,2174.2,brak,1 do 5 lat,< 15,MS,m,5-8 lat,polisa,42,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,15,brak,inny,3683.4,<140,1 do 5 lat,25-35,K,k,>8 lat,polisa,26,brak,inne,2- 4,wykfalifikowany,Test
dobry,>$300,36,brak,remont,12677,>1400,1 do 5 lat,25-35,MS,m,>8 lat,nieruchomość,33,brak,własne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,18,brak,rehabilitacja,2678.2,700-1400,do roku,15- 25,MŻW,m,5-8 lat,brak,34,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,21,bez problemów,nowy samochód,4190.2,brak,1 do 5 lat,15- 25,MS,m,1-5 lat,brak,26,sklep,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,<= $300,42,opóźnienia,rehabilitacja,8804.6,brak,do roku,25-35,MR,m,Do roku,samochód,31,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,24,brak,inny,1281,>1400,Ponad 8,< 15,K,k,1-5 lat,polisa,27,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
zły,<= $300,18,brak,meble,2940,brak,1 do 5 lat,< 15,MS,m,1-5 lat,brak,35,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,36,spłacone,nowy samochód,8178.8,brak,Ponad 8,25-35,MS,m,1-5 lat,samochód,33,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,18,spłacone,używany samochód,8905.4,brak,Ponad 8,25-35,MS,m,Do roku,nieruchomość,39,brak,wynajem,jeden,wykfalifikowany,Test
dobry,brak,21,brak,meble,4699.8,700-1400,do roku,< 15,K,k,1-5 lat,polisa,27,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,24,brak,meble,4054.4,<140,do roku,25-35,MS,m,Do roku,polisa,27,brak,wynajem,jeden,wykfalifikowany,Test
dobry,brak,18,brak,inny,3148.6,<140,5 do 8 lat,< 15,MS,m,5-8 lat,polisa,28,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
zły,brak,24,inny bank,business,1901.2,>1400,Ponad 8,< 15,MS,m,5-8 lat,polisa,38,sklep,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,debet,6,brak,meble,515.2,>1400,Ponad 8,< 15,MS,m,>8 lat,samochód,36,brak,wynajem,jeden,wykfalifikowany,Test
dobry,<= $300,24,brak,używany samochód,4048.8,brak,Ponad 8,15- 25,MR,m,>8 lat,nieruchomość,49,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,brak,18,brak,meble,4912.6,brak,5 do 8 lat,< 15,K,k,Do roku,brak,23,brak,wynajem,jeden,wykfalifikowany,Test
dobry,brak,12,brak,używany samochód,2268,brak,1 do 5 lat,25-35,K,k,5-8 lat,samochód,28,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,12,inny bank,inny,975.8,brak,do roku,< 15,MS,m,1-5 lat,polisa,44,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,brak,inny,2063.6,<140,do roku,< 15,MŻW,m,5-8 lat,brak,31,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,<= $300,15,spłacone,nowy samochód,3304,140-700,1 do 5 lat,25-35,MS,m,1-5 lat,polisa,34,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,9,brak,używany samochód,2842,>1400,5 do 8 lat,25-35,MS,m,Do roku,polisa,22,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,6,spłacone,inny,1905.4,brak,do roku,25-35,MS,m,>8 lat,brak,38,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,brak,45,opóźnienia,rehabilitacja,16542.4,brak,Ponad 8,25-35,MS,m,>8 lat,polisa,27,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,<= $300,10,spłacone,inny,1093.4,brak,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,61,brak,własne,2- 4,wykfalifikowany,Uczenie
zły,brak,9,brak,inny,915.6,brak,1 do 5 lat,< 15,MS,m,5-8 lat,polisa,26,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,debet,12,brak,używany samochód,4223.8,brak,do roku,15- 25,K,k,Do roku,brak,32,brak,inne,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,12,brak,meble,1240.4,>1400,1 do 5 lat,< 15,K,k,1-5 lat,polisa,19,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,24,brak,meble,5261.2,140-700,bezrobotny,> 35,K,k,>8 lat,nieruchomość,21,brak,inne,jeden,niewykfalifikowany bez stałej pracy,Uczenie
dobry,>$300,15,brak,meble,1940.4,>1400,1 do 5 lat,< 15,MŻW,m,1-5 lat,brak,38,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,<= $300,15,brak,remont,2667,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,38,brak,inne,jeden,specjalista/samozatr.,Test
dobry,>$300,15,spłacone,nowy samochód,4715.2,700-1400,Ponad 8,15- 25,MS,m,>8 lat,nieruchomość,21,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,21,brak,meble,4424,>1400,Ponad 8,< 15,MS,m,5-8 lat,samochód,39,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,24,spłacone,rehabilitacja,1934.8,<140,5 do 8 lat,< 15,MS,m,Do roku,brak,24,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,>$300,24,brak,meble,8320.2,>1400,do roku,> 35,K,k,Do roku,polisa,42,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,24,brak,nowy samochód,3864,>1400,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,34,inny bank,własne,jeden,wykfalifikowany,Test
dobry,>$300,24,brak,wakacje,1311.8,brak,do roku,< 15,MŻW,m,5-8 lat,polisa,25,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,>$300,30,brak,meble,2613.8,>1400,Ponad 8,< 15,MS,m,>8 lat,polisa,56,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,18,brak,używany samochód,5814.2,brak,1 do 5 lat,25-35,MS,m,5-8 lat,polisa,40,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,12,spłacone,meble,2707.6,brak,Ponad 8,25-35,MS,m,1-5 lat,nieruchomość,24,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,24,bez problemów,używany samochód,3266.2,>1400,do roku,< 15,MS,m,1-5 lat,samochód,27,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,12,spłacone,używany samochód,2709,brak,Ponad 8,< 15,MS,m,>8 lat,brak,41,brak,wynajem,5- 6,wykfalifikowany,Test
zły,>$300,48,spłacone,inny,14177.8,140-700,1 do 5 lat,25-35,MS,m,1-5 lat,nieruchomość,42,brak,własne,jeden,wykfalifikowany,Test
dobry,<= $300,12,brak,meble,1815.8,brak,1 do 5 lat,15- 25,MŻW,m,>8 lat,brak,21,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,15,spłacone,inny,7063,>1400,Ponad 8,> 35,K,k,>8 lat,polisa,57,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,24,inny bank,inny,3255,<140,5 do 8 lat,25-35,MS,m,5-8 lat,polisa,30,inny bank,wynajem,jeden,wykfalifikowany,Test
zły,brak,12,opóźnienia,meble,8678.6,brak,1 do 5 lat,< 15,MS,m,1-5 lat,samochód,26,brak,inne,2- 4,wykfalifikowany,Test
dobry,brak,21,brak,meble,3648.4,brak,do roku,< 15,K,k,>8 lat,samochód,26,brak,inne,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,10,spłacone,używany samochód,2896.6,>1400,1 do 5 lat,25-35,MŻW,m,Do roku,polisa,24,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,brak,12,brak,meble,2352,140-700,Ponad 8,15- 25,MŻW,m,Do roku,brak,33,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,6,spłacone,wakacje,1304.8,>1400,5 do 8 lat,> 35,K,k,5-8 lat,samochód,37,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,>$300,10,brak,remont,1017.8,140-700,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,44,brak,własne,jeden,wykfalifikowany,Test
dobry,brak,6,spłacone,inny,932.4,700-1400,5 do 8 lat,15- 25,K,k,>8 lat,brak,37,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,debet,48,brak,meble,5570.6,>1400,5 do 8 lat,< 15,MS,m,Do roku,polisa,39,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,24,brak,nowy samochód,7606.2,>1400,bezrobotny,25-35,K,k,>8 lat,samochód,24,brak,inne,jeden,specjalista/samozatr.,Uczenie
zły,>$300,36,brak,używany samochód,4688.6,brak,1 do 5 lat,< 15,K,k,1-5 lat,polisa,26,brak,wynajem,jeden,specjalista/samozatr.,Test
zły,brak,48,spłacone,nowy samochód,8863.4,brak,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,44,brak,własne,2- 4,wykfalifikowany,Uczenie
dobry,debet,36,spłacone,meble,3271.8,brak,Ponad 8,< 15,MS,m,>8 lat,brak,34,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,18,brak,meble,2107,brak,1 do 5 lat,< 15,MS,m,1-5 lat,nieruchomość,30,brak,własne,jeden,specjalista/samozatr.,Uczenie
dobry,brak,18,brak,meble,3344.6,brak,do roku,< 15,K,k,Do roku,polisa,25,sklep,wynajem,jeden,wykfalifikowany,Test
dobry,brak,12,brak,używany samochód,1766.8,>1400,Ponad 8,25-35,MR,m,>8 lat,samochód,47,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,>$300,36,bez problemów,używany samochód,10749.2,140-700,5 do 8 lat,25-35,K,k,>8 lat,polisa,38,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,12,brak,remont,1950.2,brak,Ponad 8,< 15,MS,m,>8 lat,samochód,45,inny bank,wynajem,5- 6,wykfalifikowany,Test
dobry,>$300,24,brak,meble,2661.4,<140,1 do 5 lat,< 15,MS,m,>8 lat,polisa,27,brak,inne,jeden,specjalista/samozatr.,Uczenie
zły,brak,30,brak,używany samochód,3368.4,brak,5 do 8 lat,< 15,K,k,>8 lat,brak,21,brak,inne,jeden,wykfalifikowany,Test
dobry,>$300,18,spłacone,meble,3365.6,brak,1 do 5 lat,25-35,K,k,1-5 lat,polisa,24,brak,wynajem,2- 4,wykfalifikowany,Test
zły,debet,24,opóźnienia,rehabilitacja,5937.4,brak,1 do 5 lat,> 35,MS,m,>8 lat,brak,34,brak,wynajem,5- 6,niewykfalifikowany stała praca,Uczenie
dobry,>$300,30,brak,nowy samochód,6735.4,>1400,5 do 8 lat,25-35,K,k,>8 lat,samochód,22,sklep,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,18,bez problemów,meble,3248,brak,bezrobotny,25-35,MŻW,m,5-8 lat,brak,32,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,18,brak,nowy samochód,4729.2,>1400,1 do 5 lat,25-35,MS,m,Do roku,samochód,29,brak,wynajem,jeden,wykfalifikowany,Test
zły,brak,12,spłacone,używany samochód,3144.4,brak,Ponad 8,15- 25,MS,m,5-8 lat,samochód,58,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,>$300,36,spłacone,używany samochód,9977.8,brak,do roku,25-35,K,k,>8 lat,samochód,21,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,15,brak,używany samochód,3109.4,140-700,1 do 5 lat,25-35,K,k,>8 lat,polisa,18,brak,inne,jeden,wykfalifikowany,Uczenie
zły,<= $300,12,inny bank,rehabilitacja,852.6,brak,do roku,< 15,K,k,Do roku,brak,24,inny bank,wynajem,jeden,niewykfalifikowany bez stałej pracy,Uczenie
dobry,>$300,48,spłacone,rehabilitacja,10680.6,>1400,Ponad 8,< 15,MR,m,1-5 lat,polisa,44,inny bank,wynajem,2- 4,specjalista/samozatr.,Uczenie
dobry,brak,15,spłacone,używany samochód,2069.2,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,42,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,12,spłacone,rehabilitacja,1976.8,brak,1 do 5 lat,< 15,K,k,1-5 lat,brak,27,brak,wynajem,2- 4,specjalista/samozatr.,Uczenie
dobry,>$300,12,spłacone,meble,1736,>1400,Ponad 8,< 15,K,k,1-5 lat,brak,36,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,24,brak,nowy samochód,12987.8,>1400,1 do 5 lat,25-35,MR,m,>8 lat,nieruchomość,46,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,27,bez problemów,rehabilitacja,7163.8,brak,5 do 8 lat,15- 25,MS,m,>8 lat,polisa,24,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,brak,inny,2135,700-1400,5 do 8 lat,< 15,K,k,5-8 lat,polisa,32,brak,wynajem,jeden,wykfalifikowany,Test
zły,brak,24,brak,meble,1794.8,<140,1 do 5 lat,< 15,K,k,1-5 lat,polisa,30,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,9,brak,meble,1514.8,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,35,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,brak,30,opóźnienia,używany samochód,6416.2,brak,1 do 5 lat,25-35,MR,m,1-5 lat,brak,30,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,debet,9,brak,rehabilitacja,1947.4,brak,1 do 5 lat,25-35,MŻW,m,Do roku,brak,25,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,spłacone,meble,2122.4,700-1400,1 do 5 lat,< 15,K,k,Do roku,brak,41,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
zły,brak,24,brak,inny,1919.4,>1400,1 do 5 lat,< 15,K,k,>8 lat,brak,23,brak,inne,jeden,wykfalifikowany,Test
dobry,>$300,24,brak,nowy samochód,10939.6,brak,5 do 8 lat,15- 25,MS,m,5-8 lat,polisa,36,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,<= $300,9,brak,meble,1576.4,<140,Ponad 8,25-35,MR,m,>8 lat,brak,47,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,20,spłacone,inny,3129,brak,1 do 5 lat,< 15,MŻW,m,1-5 lat,samochód,31,inny bank,inne,2- 4,wykfalifikowany,Test
dobry,>$300,10,brak,inny,1909.6,brak,1 do 5 lat,25-35,K,k,>8 lat,polisa,62,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,używany samochód,1962.8,140-700,5 do 8 lat,15- 25,K,k,>8 lat,polisa,35,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,10,brak,meble,2693.6,brak,1 do 5 lat,> 35,MS,m,>8 lat,samochód,36,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,15,brak,meble,1474.2,brak,do roku,< 15,MŻW,m,1-5 lat,brak,25,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,7,brak,meble,3381,brak,1 do 5 lat,15- 25,MS,m,1-5 lat,brak,32,brak,wynajem,jeden,wykfalifikowany,Test
zły,debet,48,inny bank,rehabilitacja,8982.4,brak,Ponad 8,< 15,K,k,5-8 lat,nieruchomość,57,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,48,bez problemów,meble,10133.2,>1400,Ponad 8,15- 25,MS,m,5-8 lat,polisa,30,inny bank,wynajem,2- 4,wykfalifikowany,Test
zły,debet,24,spłacone,rehabilitacja,2709,brak,Ponad 8,< 15,MR,m,>8 lat,brak,29,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,24,brak,używany samochód,6091.4,>1400,1 do 5 lat,> 35,K,k,>8 lat,samochód,46,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,<= $300,12,inny bank,meble,572.6,700-1400,1 do 5 lat,15- 25,K,k,5-8 lat,brak,40,brak,inne,2- 4,wykfalifikowany,Test
